title,movie_num,summary,actor_list,rating,rating_cnt,info1,info2
비더원: 비퍼스트 더 무비,300,"2021년 J-POP 오디션 프로그램 에서 치열한 경쟁을 뚫고 마침내 데뷔한 일곱 멤버 BE:FIRST. 일본을 넘어 전 세계 무대를 목표로 향해가는 일곱명은 이제 막 첫발을 내디뎠을 뿐이지만, 함께라면 두려울 것은 없다. 땀과 눈물, 긴장과 설렘, 열정과 환희로 가득 찬 첫 투어를 ScreenX로 생생하게 담았다. 콘서트 준비 과정부터 백스테이지, 그리고 기다렸던 팬들과 함께하는 무대 위 순간까지, BE: FIRST의 찬란한 꿈의 여정을 함께한다. 2021년 데뷔부터 첫 콘서트까지, 모든 순간을 함께한 멤버들과 팬들에 대한 진심을 말하는 BE: FIRST. 하나의 목표를 위해,우리의 꿈을 위해 일곱 멤버 BE: FIRST와 BESTY는 이 순간, 하나가 된다.","['오윤동(감독)', '김하민(감독)', '소타(출연)', '슌토(출연)', '마나토(출연)', '류헤이(출연)', '쥬논(출연)', '미야마 료키(출연)', '레오(출연)']",1.8,(2명),"2023 · 다큐멘터리/음악 · 일본, 한국",1시간 44분 · 전체
킹 오브 킬러스,301,"전 세계 No 1. 킬러들의 생존 게임 세계 최고의 킬러들 앞으로 초대장이 도착한다. 한 곳에 모인 킬러들은 킬러들의 왕을 암살하고 최고의 킬러를 가리는 시합에 초청된 것. 생존 게임이 시작되면, 단 한 놈만 살아남는다!역대급 킬러 서바이벌을 만난다!최후의 승자를 확인하라!","['케빈 그레비스(감독)', '프랭크 그릴로(주연)', '알랭 머시(주연)', '스티븐 도프(조연)', '마리 아브게로폴로스(조연)', '조르주 생 피에르(조연)', '케빈 그레비스(조연)', '섀넌 쿡(조연)']",2.8,(7명),"2023 · 액션/스릴러 · 미국, 캐나다",1시간 30분 · 청불
팟 제너레이션,302,"임신/출산 2.0이제는 팟이 대신 낳아드립니다. 기술이 자연을 능가하게 된 머지않은 미래. 거대 테크회사 임원 레이철이 승진을 하며 모두가 탐내는 최첨단 자궁센터의 예약 기회를 얻는다. 인공 자궁인 ‘팟’을 통해 임신과 출산이 편리해지고 평등하게 공유할 수 있는 경험이 된 것! 흙과 자연을 사랑하는 식물학자 남편 앨비는 이 ‘자연스럽지’ 못한 과정에 반기를 들지만, 이내 레이철에 대한 사랑으로 팟 출산을 감행하기로 한다. 알을 닮은 인공 자궁 팟, 모니터링 앱, AI 상담사까지!상상할 수 없던 ‘팟 제너레이션’ 부모 되기 여정이 지금 펼쳐진다!","['소피 바르트(감독)', '에밀리아 클라크(주연)', '추이텔 에지오포(주연)', '로잘리 크레이그(조연)', '비넷 로빈슨(조연)', '장-마크 바(조연)', '캐스린 헌터(조연)', '켄 사무엘스(조연)', '엘케 샤리 반 덴 브록(조연)', '애슐리 존슨(조연)']",3.2,"(2,444명)","2023 · 코미디/SF/로맨스 · 프랑스, 벨기에, 영국",1시간 49분 · 12세
유앤미앤미,303,"‘유'와 ‘미'는 하루하루의 모든 순간을 함께하며 모든 것을 나누는 일란성쌍둥이 소녀들이다. 어느 날 ‘미'가 ‘유'를 대신해 수학 시험을 보러 갔다가 ‘마크’라는 소년에게 연필을 빌리게 되는데 둘은 서로에게 두근거림을 느끼게 된다. ‘유'와 ‘미‘는 시골 할머니 집에서 여름방학을 보내게 되고 ‘유'는 혼자 전통악기 수업을 들으러 갔다가 우연히 자신을 ‘미’로 오해하고 자신에게 말을 거는 소년 ‘마크’를 만난다. ‘유’는 ‘마크’에게 한눈에 반해 그에게 시험장에서 만난 게 자신이 아니라고 털어놓지 못하고, ‘미’는 ‘마크’에게 반해버린 ‘유’를 보며 ‘마크’를 향한 자신의 마음을 애써 감춘다. 그렇게 평생 모든 걸 함께 나누며 살 것 같았던 쌍둥이들에게 나눌 수 없는 첫사랑이 찾아온다.","['완와우 홍바이배타나(감독)', '위안 홍비바타나(감독)', '티티야 지라폰실프(주연)', '안토니 뷔세레(주연)', '수파크손 차이몽콜(조연)', '오프로드 칸타폰 진다타위폴(조연)']",2.9,(120명),2023 · 드라마/로맨스 · 태국,2시간 1분 · 전체
더 킬러,304,"운명을 가를 상황에서 아슬아슬하게 표적을 놓친 암살자. 세계를 넘나드는 추격전에서 고용주들, 그리고 자기 자신과 사투를 벌인다. 하지만 그는 이 모든 일에 자신의 사적 감정은 개입되지 않았다고 믿고 있는데.","['데이빗 핀처(감독)', '마이클 패스벤더(주연 | 킬러)', '틸다 스윈튼(조연)', '찰스 파넬(조연)', '알리스 하워드(조연)', '소피 샬롯(조연)', '모니크 갠더턴(조연)', '케리 오맬리(조연)', '살라 베이커(조연)']",3.3,(1.3만명),2023 · 액션/모험/범죄/스릴러/드라마 · 미국,1시간 53분 · 15세
괴담만찬,305,소원을 이루기 위해 무심코 한 댄스 챌린지 한강 다리 밑 목 꺾인 도플갱어가 알려준 입시 비법 잭팟 터트린 후 절대 가면 안 되는 ◆◆모텔 307호의 비밀 고급 ●●아파트 입주민 전용 헬스장의 금기■■연구실에서 현재 진행 중인 잔인한 실험구독자 154만 먹방 BJ가 라이브 중 저지른 돌출 행동욕망에 눈먼 이들에게 닥친 죽음보다 더한 공포!,"['안상훈(감독)', '윤은경(감독)', '김용균(감독)', '임대웅(감독)', '채여준(감독)', '김태훈(주연)', '조재윤(주연)', '윤현민(주연)', '장광(주연)', '손지나(주연)', '이주영(주연)', '김주령(주연)', '신은수(주연)', '김호정(주연)', '장승연(주연)', '오승희(주연)', '장예은(주연)', '최수임(주연)', '박진아(주연)', '송재하(주연)', '이솔아(주연)']",1.9,(281명),2023 · 공포 · 한국,1시간 57분 · 15세
사나: 저주의 아이,306,"“내 노래를 들어줘…”방송국 창고에서 발견된 오래된 카세트테이프. 그 안에 담긴 정체불명의 허밍 소리를 들은 방송국 관계자들이 실종되기 시작하고, 인기 아이돌 ‘제너레이션즈’ 마저 테이프를 접한 후 저주 같은 공포에 시달린다. 급기야 콘서트를 앞두고 멤버가 실종되는 사태에 이르는데… 매니저는 상황을 해결하기 위해 급히 탐정을 고용하고 테이프에 얽힌 한 소녀의 미스터리한 사연을 마주한다.모든 것은 카세트테이프에서 시작됐다!재생하는 순간, 봉인된 ‘저주의 멜로디’가 깨어난다!","['시미즈 다카시(감독)', '시라하마 아란(주연)', '카타요세 료타(주연)', '코모리 하야토(주연)', '사노 레오(주연)', '세키구치 멘디(주연)', '나카츠카 유타(주연)', '카즈하라 류토(주연)', '하야미 아카리(조연)', '호시 토모코(조연)', '아마노 하나(조연)', '야마카와 마리카(조연)', '마키타 스포츠(조연)']",1.8,(498명),2023 · 공포 · 일본,1시간 42분 · 15세
블루 자이언트,307,"“세계 최고가 될 거야, 반드시” 언제나 강가에서 홀로 색소폰을 불던 고등학생 ‘다이’는 세계 최고의 재즈 플레이어에 도전하기 위해 도쿄로 향한다. “실력이 안 되면 같이 안 할 거니까”우연히 재즈 클럽에서 엄청난 연주 실력을 뽐내는 천재 피아니스트 ‘유키노리’를 만나 밴드 결성을 제안하고, “나도 드럼을 칠 수 있을까?”‘다이’의 고등학교 동창이자 평범한 대학생이던 ‘슌지’가 열정 가득한 초보 드러머로 합류하면서 밴드 ‘JASS 재스’가 탄생한다.“전력을 다해 연주하자! 분명 전해질 거야”목표는 최고의 재즈 클럽 ‘쏘 블루’! 10대의 마지막 챕터를 바친 JASS 재스의 격렬하고 치열한 연주가 지금, 바로, 여기서 시작된다!","['타치카와 유즈루(감독)', '야마다 유키(성우)', '마미야 쇼타로(성우)', '오카야마 아마네(성우)']",3.8,(1.0만명),2023 · 애니메이션/음악 · 일본,2시간 00분 · 12세
플라워 킬링 문,308,"‘플라워 킬링 문’은 진정한 사랑과 말할 수 없는 배신이 교차하는 서부 범죄극으로 ‘어니스트 버크하트’(레오나르도 디카프리오)와 ‘몰리 카일리’(릴리 글래드스톤)의 이루어질 수 없는 로맨스를 중심으로 오세이지족에게 벌어진 끔찍한 비극 실화를 그려낸다. 데이비드 그랜 작가의 베스트셀러 소설을 원작으로 아카데미를 수상한 거장 마틴 스코세이지 감독이 연출과 각본을 맡았으며, 에릭 로스가 각본에 함께 참여했다.","['마틴 스콜세지(감독)', '레오나르도 디카프리오(주연 | 어니스트 버크하트)', '로버트 드 니로(조연 | 윌리엄 헤일)', '릴리 글래드스톤(조연 | 몰리 버크하트)', '제시 플레몬스(조연 | 톰 화이트)', '탄투 카디날(조연 | 리지 Q)', '존 리스고(조연 | 리워드)', '브렌든 프레이저(조연 | 해밀턴)', '카라 제이드 마이어(조연 | 아나 카일 브라운)', '자네 콜린스(조연 | 리타)', '질리언 디옹(조연 | 미니)', '제이슨 이스벨(조연 | 빌 스미스)', '윌리엄 벨류(조연 | 헨리 로운)', '스콧 쉐퍼드(조연 | 브라이언)', '타탄카 민스(조연 | 존 렌)', '에릭 파킨슨(조연)', '베리 코빈(조연)', '루이스 캔셀미(단역)', '스터질 심슨(단역)', '팻 힐리(단역)', '마이클 애봇 주니어(단역)', '잭 화이트(단역)', '스티브 이스틴(단역)', '마틴 스콜세지(까메오)']",3.9,(1.7만명),2023 · 범죄/드라마/역사/미스터리/스릴러/서부극 · 미국,3시간 26분 · 청불
모딜리아니,309,"1919년 파리, 뜨겁고 파괴적이었던 세기의 예술가 ‘모딜리아니’는 술과 마약에 중독되어 방탕하고 동료 예술과들과 종잡을 수 없는 기행을 일삼는다.“당신을 영혼까지 알게 되면, 그때 눈동자를 그릴게요”어느 날, ‘모딜리아니’는 아름다운 ‘잔’에게 매료되어 운명적인 사랑에 빠진다. ‘잔’은 ‘모딜리아니’에게 영감을 주는 뮤즈로 그는 더욱 작품 활동에 몰두하게 된다. 하지만 아이를 낳은 ‘잔’은 이어지는 궁핍한 생활에 지쳐가고, ‘피카소’를 찾아가 전시회에 ‘모딜리아니’의 그림을 걸어달라고 부탁하면서 사이가 좋지 않았던 그들의 갈등은 더욱 심해진다. ‘모딜리아니’는 약물과 알코올 중독 증세로 건강마저 악화되면서 점점 엉망진창이 된다. 그는 파리에서 매년 개최되는 상금이 걸린 미술 경연대회에 작품을 내기로 결심하고, 애증의 라이벌 ‘피카소’까지 참가한다는 소식에 파리가 들썩이기 시작하는데…","['믹 데이비스(감독)', '앤디 가르시아(주연 | 아마데오 모딜리아니)', '엘자 질베르슈타인(주연 | 잔 에뷔떼른느)', '이폴리트 지라르도(조연 | 모리스 위트릴로)', '오미드 다릴리(조연 | 파블로 피카소)', '에바 헤르지고바(조연)', '우도 키에르(조연)', '스티번 림커스(조연)', '댄 애스틸레누(조연)', '테오도르 다네티(조연)', '크리스티나 피아제(조연)', '조 드라고(조연)', '수지 에이미(단역)', '피터 카팔디(단역)', '짐 카터(단역)', '베아트리스 치리악(단역)', '시프리언 듀미트라스크(단역)', '랜스 헨릭슨(단역)', '미리암 마고리스(단역)', '미쉘 뉴웰(단역)', '루이스 힐예(단역)']",3.6,(582명),"2004 · 드라마 · 미국, 프랑스, 독일, 이탈리아, 루마니아, 영국",2시간 6분 · 15세
더 도터,310,"인간의 욕망, 그 선을 넘다! 소년원에 수감된 14살 소녀 ‘이리네’는 임신을 하게 되고 소년원 직원인 ‘하비에르’의 도움으로 소년원을 탈출한다. 아이를 가질 수 없었던 ‘하비에르’와 그의 아내 ‘아델라’는 외지고 험한 산속에 있는 자신들의 집으로 그녀를 데려가 보살핀다. 그녀가 편히 지낼 수 있도록 비밀스러운 거래를 제안하는 부부는 아이가 태어날 날을 손꼽아 기다리며 지극정성으로 보살핀다. 자신의 아이를 주는 대가로 탈출과 보살핌을 받아온 ‘이리네’는 출산이 다가오면서 아이에게 모성애를 느끼게 되고, 아이의 아빠인 ‘미구엘’과 뱃속의 아이까지 함께 할 날들을 기다리며 ‘하비에르’ 부부에게서 도망갈 계획을 세우는데...","['마누엘 마틴 쿠엔카(감독)', '이리네 비구에스(주연)', '하비에르 구티에레즈(주연)', '파트리샤 로페스 아나이스(주연)', '마리아 모라레스(조연)', '후안 카를로스 비야누에바(조연)']",2.8,(46명),2021 · 스릴러 · 스페인,2시간 2분 · 15세
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,311,"새로운 시작을 너와, 이 스테이지에서! 지상 최고의 아이돌을 가리는 연말 라이브 결전 ‘블랙 오어 화이트’에서 경쟁한 남성 아이돌계 탑 러너 IDOLiSH7 - TRIGGER - Re:vale - ŹOOĻ'. 각자 다른 매력을 지닌 최고의 그룹들이 한자리에 모여 모두가 염원해온 꿈의 합동 무대를 선보인다.","['니시키오리 히로시(감독)', '야마모토 켄스케(감독)', '오노 켄쇼(성우 | 나나세 리쿠)', '마스다 토시키(성우 | 이즈미 이오리)', '시라이 유스케(성우 | 니카이도 야마토)', '요나가 츠바사(성우 | 이즈미 미츠키)', '켄(성우 | 요츠바 타마키)', '아베 아츠시(성우 | 오오사카 소고)', '에구치 타쿠야(성우 | 로쿠야 나기)', '하타노 와타루(성우 | 야오토메 가쿠)', '사이토 소마(성우 | 쿠죠 텐)', '사토 타쿠야(성우 | 츠나시 류노스케)', '호시 소이치로(성우 | 모모)', '타치바나 신노스케(성우 | 유키)', '히로세 유야(성우 | 이스미 하루카)', '키무라 스바루(성우 | 이누마루 토우마)', '니시야마 코타로(성우 | 나츠메 미나미)', '콘도 타카시(성우 | 미도 토라오)']",4.3,(178명),2023 · 애니메이션/음악 · 일본,1시간 33분 · 전체
세이 예스 어게인,312,"너에게 첫눈에 반한 지 2225일째, 두근두근 설렘 가득 대망의 날이 밝았다!  프러포즈 D-DAY를 맞이한 ‘루크’는 ‘샤오차이’가 감동할 모습을 기대하며 분주한 하루를 보낸다. ☑ 마음을 전달할 반지 맞추기☑ 프러포즈를 도와줄 친구들과 사전 모임☑ 멋지게 꽃 단장하기☑ 여친 도착 전 리허설은 필수마침내 오늘의 주인공 ‘샤오차이’가 도착하고 모든 게 완벽하다 생각한 순간, ‘루크’의 고백은 청천벽력 같은 거절과 함께 암전?!그리고 다시, 프러포즈날의 아침이 밝았다?!","['세성탁(감독)', '곽서요(주연)', '채범희(주연)', '후언서(주연)', '모리(주연)', '방문림(조연)', '대조웅(조연)', '왕경관(조연)']",2.1,(73명),2021 · 로맨스 · 대만,1시간 34분 · 12세
익스펜더블 4,313,테러 단체에게 핵미사일이 탈취되어 3차 세계대전이 발발할 위기의 상황에 ‘리’(제이슨 스타뎀)를 새로운 리더로 맞은 무적의 팀 익스펜더블이 작전에 투입되는데...,"['스콧 워(감독)', '제이슨 스타뎀(주연)', '돌프 룬드그렌(주연)', '랜디 커투어(주연)', '50 센트(주연)', '토니 자(주연)', '이코 우웨이스(주연)', '실베스터 스탤론(조연)', '앤디 가르시아(조연)', '제이콥 시피오(조연)', '메간 폭스(조연)', '레비 트란(조연)']",2.6,(948명),2023 · 모험/액션/스릴러 · 미국,1시간 43분 · 청불
엑소시스트: 믿는 자,314,"한날한시에 동시에 사라졌던 앤젤라와 캐서린. 기억이 전부 사라진 채 상처투성이 몸으로 돌아온 두 아이는 이상증세를 보이며 날이 갈수록 섬뜩하게 변해간다. 마침내 두 아이의 몸을 동시에 차지한 악마가 존재를 드러내고, 한 명을 살리면 한 명이 죽는다는 충격적인 사실이 밝혀지는데…신이 너한테 장난을 쳤네극한의 공포와 대면할 자, 누구인가","['데이빗 고든 그린(감독)', '레슬리 오덤 주니어(주연)', '엘렌 버스틴(주연)', '앤 도드(주연)', '리디아 주잇(조연)', '올리비아 마컴(조연)', '안토니 코론(조연)', '라파엘 스바지(조연)', '제니퍼 네틀스(조연)', '오퀴 옥포콰실리(조연)', 'E.J. 보닐라(조연)', '린다 보스턴(조연)', '린다 블레어(조연)']",2.1,(515명),2023 · 공포 · 미국,1시간 51분 · 15세
바람 따라 만나리 : 김호중의 계절,315,"3개월간 전국 6개 도시에서 10만 아리스와 함께했던 김호중의 첫 전국 투어 콘서트, 아리스트라! 제대 후 일년간 쉬지 않고 달려온 김호중이 지친 몸과 마음을 달래기 위해 떠난 여행 대규모 오케스트라와 김호중의 천상의 목소리, 그리고 아리스의 환호가 공연장을 가득 채웠던 감동적인 콘서트 장면과 고군산도의 눈부신 풍경을 따라 여행하는 김호중의 행복한 순간이 스크린X 파노라마 뷰로 펼쳐진다.","['오윤동(감독)', '김호중(출연)']",1.9,(35명),2023 · 다큐멘터리/공연실황 · 한국,1시간 48분 · 전체
이누부!,316,"보호 활동을 시작한 수의대생 소타는 한 실험견을 구하면서 동기들과 보호 활동 동아리인 이누부를 설립한다. 그로부터 16년 후, 그의 체포 소식을 들은 부원들이 각각의 추억으로 한자리에 모인다.","['시노하라 테츠오(감독)', '하야시 켄토(주연)', '나카가와 타이시(주연)', '오오하라 사쿠라코(조연)', '아사카 코다이(조연)', '타나베 모모코(조연)', '안도 타마에(조연)', '슈하마 하루미(조연)', '반도 료타(조연)', '다나카 레나(조연)', '사코 요시(조연)', '호타루 유키지로(조연)', '이와마츠 료(조연)']",3.3,(65명),2021 · 드라마 · 일본,1시간 55분 · 전체
빈틈없는 사이,317,"벽 사이로 옆집과의 기막힌 동거! 가수의 꿈을 위해 오디션을 준비 중인 ‘승진’(이지훈). 죽마고우 친구들과 발품 팔아 구한 방에서 첫날 밤을 보내려는 순간, 어디선가 들려오는 한 맺힌 여인의 울음소리! 소리의 정체는 바로, 방음이 전혀 안 되는 집 때문에 다양한 방법으로 이사 오는 족족 옆집을 내쫓았던 ‘라니’(한승연)의 방해 공작! 하지만 승진은 호락호락한 상대가 아니었다! 벽 너머를 오가는 기상천외한 소음전쟁 끝에, 시간을 나눠 쓰는 동거 아닌 동거가 시작되고! 이름도, 얼굴도 모르는 서로의 일상을 공유하며 점점 미묘한 감정에 사로잡히는데…살벌달콤 신개념 철벽 로맨스!휴식도 연애도 쉴 틈 없이 빈틈없는 우리 사이, 이런 연애 처음일걸?","['이우철(감독)', '이지훈(주연 | 이승진)', '한승연(주연 | 홍라니)', '고규필(조연 | 구지우)', '김윤성(조연 | 김윤성)', '이유준(조연 | 정재영)', '정애연(조연 | 홍라경)', '임강성(조연 | 동원창)', '신지우(조연 | 김혜지)', '차순배(우정출연 | 공인 중개사)', '이세준(특별출연 | 심사위원1)', '제아(특별출연 | 심사위원2)', '손준호(특별출연 | 심사위원3)', '알리(특별출연 | 심사위원4)']",1.9,"(1,456명)",2023 · 로맨스/코미디 · 한국,1시간 52분 · 15세
거룩한 술꾼의 전설,318,"파리 센  강의 다리 밑에서 알코올에 찌든 채 하루하루를 보내는 노숙자 안드레아스(룻거 하우어 분)는 독실한 분위기의 한 낯선 신사가 건네는 200프랑을 그냥 받게 되고 혹시 훗날 형편이 되면 파리의 한 성당에 있는 소화 테레사 성녀 성상에 봉헌하는 걸로 대신 빚을 갚으면 된다는 신사의 말에 선뜻 맹세를 하는데, 그 후 안드레아스는 호화로움의 정점에서부터 절망의 나락에까지 이르는 묘한 초현실적인 영혼의 여행을 하게 된다.","['에르만노 올미(감독)', '룻거 하우어(주연 | 안드레아스 카르타크)', '상드린 뒤마(조연 | 가비)', '도미니크 삐농(조연 | 워지테크)', '안소니 퀘일(조연 | 신사)', '소피 세갈렌(조연 | 카롤리네)', '세실 파올리(조연)', '장모리스 샤넷(조연)', '달릴라 벨라트레체(조연)', '프란체스코 알디에리(조연)', '조셉 데 메디나(조연)', '프랑수아즈 핑크와세르(조연)', '조제핀 르카유(조연)', '마리아 마초코(조연)', '클로드 콜튼(조연)', '자크 파스테르나크(조연)', '스타니슬라스 소볼라크(조연)', '바닉 고토기안(조연)', '장 보이시(조연)']",3.4,(485명),"1988 · 드라마 · 이탈리아, 프랑스",2시간 8분 · 15세
"기억해, 우리가 사랑한 시간",319,"어느 날, 집 앞에 도착한 카세트 테이프 한 장. 그 속엔 네가 보낸 우리의 이야기가 남겨져 있었다. 느닷없는 고백, 어쩌다 첫키스, 그렇게 시작된 우리의 평범한 연애. 고교시절, 나의 세상은 온통 너뿐이었지만 스무살, 우리는 또 다른 세상 밖으로 나가야만 했다.어느날 내 앞에서 사라져 버린 너.서로를 놓아버린 우리.테이프 속에 담긴 추억은 잊으려 할수록 더욱 선명해지고 나는 무작정 너를 찾아나서기 시작한다.“우리, 다시 만날 수 있을까?”","['당가휘(감독)', '허광한(주연)', '하람두(주연)', '채범희(주연)', '데이빗 야오-칭 왕(조연)', '좌소청(조연)', '가숙근(조연)', '요애녕(조연)', '유안순(조연)', '구언상(조연)', '천린(조연)']",2.7,(266명),2023 · 드라마/로맨스 · 중국,1시간 36분 · 전체
봉태리,320,"‘내 집 마련’이 인생 최대 목표인 남자 일우 vs 캥거루족으로 ‘경찰의 꿈’만 쫓는 여자 봉숙 인생 막장에 다다른 서로 다른 가짜가 무공해 청정지역 봉태리에서 진짜를 만났다!망해가는 제약회사의 사장은 ‘나도 자연인이다’ 프로그램에 출연해 신약을 홍보한다는 기가 막힌 플랜을 만든다. 7년째 연애 중인 소영과의 결혼을 위해 ‘내 집 마련’이 인생 최대의 목표인 일우는 본인의 청약 대출을 위해 회사 존속이 중요하다. 게다가 연봉 200%까지 올려준다는 솔깃한 제안에 결국 그는 ‘가짜 자연인’이 되어 산골 봉태리로 들어가게 된다. 평생 ‘경찰의 꿈’만 쫓으며 위풍당당하게 캥거루족 삶을 살고 있는 봉숙은 세상 곳곳에 숨어있는 바퀴벌레같은 범죄자들을 다 잡아버리겠다는 의지가 무색하게 5년째 경찰공무원 시험에서 낙방을 하고 있다. 어느 날 봉숙의 부모는 모든 경제적 지원 중단을 선언하고, 봉숙은‘가짜 청년농부’가 되어 시험 자금을 벌어보겠다는 속셈으로 외할아버지가 살고 계신 산골 봉태리로 내려가게 된다. 그리고 봉태리에서 일어나는 의문의 신발도난사건. 봉숙은 ‘신발도난사건’의 유력한 용의자로 일우를 지목하고, 일우는 이런 봉숙이 ‘가짜 자연인’을 색출하러 온 진짜 경찰이라고 오해한다. 쫓고 쫓기는 가운데 봉숙은 범인 후보 일우에게 묘한 감정을 느끼게 되는데... 과연 이들은 무사히 ‘가짜’의 삶을 청산하고, ‘진짜’를 찾을 수 있을까?","['박정례(감독)', '김윤혜(주연 | 봉숙)', '오승훈(주연 | 일우)', '이상희(조연)', '이신성(조연)']",1.8,(24명),2022 · 로맨스/코미디/판타지 · 한국,1시간 37분 · 12세
만강홍: 사라진 밀서,321,송나라 재상 진회의 주둔지에서 금나라의 사신이 살해 당한다. 범인은 재상에게 바칠 밀서를 훔쳐 사라진 상황. 진회는 범행을 부인하는 유력 용의자 장대에게 목숨을 미끼로 밀서의 행방을 찾으라 명한다. 각기 다른 목적으로 밀서를 찾아야만 하는 6인!주어진 시간은 단 2시간 뿐!반드시 밀서를 차지해야만 한다!,"['장예모(감독)', '선텅(주연)', '이양천새(주연)', '장역(조연)', '뇌가음(조연)', '악운붕(조연)', '왕가이(조연)', '반빈룡(조연)', '여애뢰(조연)', '궈징페이(조연)', '구호(조연)', '웨이샹(조연)', '장츠(조연)', '황염(조연)']",2.9,(228명),2023 · 코미디/미스터리 · 중국,2시간 38분 · 15세
나의 행복한 결혼,322,"사이모리 가문의 능력을 이어받지 못해 집안의 미움을 받던 ‘미요’는 쿠도 가문의 당주이자 냉정한 이능력자 ‘키요카’와 갑작스러운 정략결혼을 하게 된다. 원하지 않은 정략결혼으로 ‘미요’를 냉대하던 ‘키요카’는 이전의 약혼자들과는 다른 그녀의 모습에 점차 빠져들게 되고, ‘미요’ 역시 무자비한 줄로만 알았던 ‘키요카’의 다정한 모습에 자꾸 설레기 시작한다. 그렇게 ‘키요카’와 ‘미요’가 서로의 마음을 알아가던 중 ‘미요’는 자신에게 숨겨진 능력이 있다는 것을 깨닫게 되고, 그녀의 능력은 두 사람의 행복한 결혼을 방해하게 되는데… 원치 않은 정략결혼, 그 이후 진정한 사랑이 시작되었다!","['츠카하라 아유코(감독)', '메구로 렌(주연 | 쿠도 키요카)', '이마다 미오(주연 | 사이모리 미요)', '와타나베 케이스케(조연)', '오오니시 류세이(조연)', '마에다 오시로(조연)', '타카이시 아카리(조연)', '오고에 유키(조연)', '사토 아라타(조연)', '니시가키 쇼(조연)', '마츠시마 쇼타(조연)', '타카하시 히로토(조연)', '타마키 료(조연)', '코바야시 료코(조연)', '하마다 마나부(조연)', '야마모토 미라이(조연)', '야마구치 사야카(조연)', '히라야마 유스케(조연)', '타카하시 츠토무(조연)', '츠다 켄지로(조연)', '오노에 우콘(조연)', '히노 쇼헤이(조연)', '이시바시 렌지(조연)']",3.4,"(1,515명)",2023 · 로맨스/판타지/드라마/시대극 · 일본,1시간 53분 · 12세
바빌론,323,"황홀하면서도 위태로운 고대 도시 ‘바빌론’에 비유되는 할리우드에서 전성기를 누리고 있는 당대 최고의 스타 ‘잭 콘래드’(브래드 피트). 누구나 ‘잭’과 같은 성공을 꿈꾸지만 아무나 이룰 수 없던 그 때, 화려한 데뷔를 위해 당차게 야망을 좇는 ‘넬리 라로이’(마고 로비)와 열정적인 청년 ‘매니 토레스’(디에고 칼바)가 영화 같은 삶을 꿈꾸며 할리우드에 입성한다. 하지만 할리우드에서는 기존 영화 산업의 틀을 깬 새로운 변화가 시작되고 그 격변의 한가운데에서 ‘잭’과 ‘넬리’, 그리고 ‘매니’는 살아남아 각자의 꿈을 이루기 위해 고군분투하는데...모든 순간이 영화가 되는 곳뜨겁게 꿈꾸고, 거칠게 폭발한다!","['데미언 셔젤(감독)', '브래드 피트(주연 | 잭 콘래드)', '마고 로비(주연 | 넬리 라로이)', '디에고 칼바(주연 | 매니 토레스)', '진 스마트(조연 | 엘리너 세인트 존)', '조반 아데포(조연 | 시드니 팔머)', '리 준 리(조연 | 레이디 페이 주)', '올리비아 해밀턴(조연 | 루스 애들러)', 'P.J. 번(조연 | 맥스)', '루카스 하스(조연 | 조지 먼)', '맥스 밍겔라(조연 | 어빙 솔버그)', '로리 스코벨(조연 | 백작)', '캐서린 워터스턴(조연 | 에스텔)', '토비 맥과이어(조연 | 제임스 맥케이)', '플리(조연 | 밥)', '제프 가린(조연 | 돈 월락)', '에릭 로버츠(조연)', '에단 서플리(조연)', '사마라 위빙(조연)', '올리비아 와일드(조연)', '스파이크 존즈(조연)', '패트릭 퓨짓(조연)', '루이스 탄(조연)', '프레더릭 콜러(조연)']",4.0,(3.4만명),2022 · 코미디/드라마/역사 · 미국,3시간 8분 · 청불
퍼피 구조대: 더 마이티 무비,324,"신비한 힘을 가진 유성이 어드벤처 시티에 떨어진 날, 퍼피 구조대는 유성에서 나온 크리스털 덕분에 초능력을 가진 ‘퍼피 히어로즈’로 변신한다. 하지만 악당 ‘험딩어 시장’과 미치광이 과학자 ‘빅토리아’는 초능력의 원천인 크리스털을 빼앗아 어드벤처 시티를 지배하려 하는데..! 작고 약하게 태어났지만 오랫동안 큰 꿈을 키워 온 ‘스카이’와 퍼피 히어로즈는 주니어 구조대원들과 함께 어드벤처 시티를 지켜낼 수 있을까?","['캘런 브런커(감독)', '크리스티안 콘베리(성우 | 체이스)', '마사이 마틴(성우 | 리버티)', '제임스 마스던(성우)', '크리스틴 벨(성우)', '이안 아미티지(성우)', '타라지 P. 헨슨(성우)', '정선혜(성우 | 라이더)', '박지윤(성우 | 스카이)', '신용우(성우 | 체이스)', '엄상현(성우 | 러블)', '문남숙(성우 | 마셜)']",3.2,(74명),2023 · 애니메이션/액션/모험/코미디/드라마/가족/판타지/SF · 미국,1시간 32분 · 전체
